,metric,reporter,count,sample
3932,del_mh,GFP_BAR_009,0,U2OS_WT_2h_BR3
3933,del_nomh,GFP_BAR_009,254,U2OS_WT_2h_BR3
3934,ins,GFP_BAR_009,0,U2OS_WT_2h_BR3
3935,repaired,GFP_BAR_009,9744,U2OS_WT_2h_BR3
3936,total,GFP_BAR_009,18077,U2OS_WT_2h_BR3
3937,unrepaired,GFP_BAR_009,8032,U2OS_WT_2h_BR3
3938,A,GFP_BAR_010,0,U2OS_WT_2h_BR3
3939,C,GFP_BAR_010,0,U2OS_WT_2h_BR3
3940,G,GFP_BAR_010,0,U2OS_WT_2h_BR3
3941,T,GFP_BAR_010,0,U2OS_WT_2h_BR3
3942,del,GFP_BAR_010,0,U2OS_WT_2h_BR3
3943,del_mh,GFP_BAR_010,0,U2OS_WT_2h_BR3
3944,del_nomh,GFP_BAR_010,0,U2OS_WT_2h_BR3
3945,ins,GFP_BAR_010,0,U2OS_WT_2h_BR3
3946,repaired,GFP_BAR_010,0,U2OS_WT_2h_BR3
3947,total,GFP_BAR_010,9171,U2OS_WT_2h_BR3
3948,unrepaired,GFP_BAR_010,0,U2OS_WT_2h_BR3
3949,A,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR3
3950,C,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR3
3951,G,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR3
3952,T,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR3
3953,del,GFP_BAR_DSBR_2,1183,U2OS_WT_2h_BR3
3954,del_mh,GFP_BAR_DSBR_2,209,U2OS_WT_2h_BR3
3955,del_nomh,GFP_BAR_DSBR_2,974,U2OS_WT_2h_BR3
3956,ins,GFP_BAR_DSBR_2,30,U2OS_WT_2h_BR3
3957,repaired,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR3
3958,total,GFP_BAR_DSBR_2,21468,U2OS_WT_2h_BR3
3959,unrepaired,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR3
3960,A,GFP_BAR_003,0,TK6_LIG4_1h_BR0
3961,C,GFP_BAR_003,1440,TK6_LIG4_1h_BR0
3962,G,GFP_BAR_003,89,TK6_LIG4_1h_BR0
3963,T,GFP_BAR_003,0,TK6_LIG4_1h_BR0
3964,del,GFP_BAR_003,0,TK6_LIG4_1h_BR0
3965,del_mh,GFP_BAR_003,0,TK6_LIG4_1h_BR0
3966,del_nomh,GFP_BAR_003,0,TK6_LIG4_1h_BR0
3967,ins,GFP_BAR_003,0,TK6_LIG4_1h_BR0
3968,repaired,GFP_BAR_003,89,TK6_LIG4_1h_BR0
3969,total,GFP_BAR_003,1529,TK6_LIG4_1h_BR0
3970,unrepaired,GFP_BAR_003,1440,TK6_LIG4_1h_BR0
3971,A,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3972,C,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3973,G,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3974,T,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3975,del,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3976,del_mh,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3977,del_nomh,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3978,ins,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3979,repaired,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3980,total,GFP_BAR_004,71,TK6_LIG4_1h_BR0
3981,unrepaired,GFP_BAR_004,0,TK6_LIG4_1h_BR0
3982,A,GFP_BAR_005,9,TK6_LIG4_1h_BR0
3983,C,GFP_BAR_005,457,TK6_LIG4_1h_BR0
3984,G,GFP_BAR_005,0,TK6_LIG4_1h_BR0
3985,T,GFP_BAR_005,2158,TK6_LIG4_1h_BR0
3986,del,GFP_BAR_005,4,TK6_LIG4_1h_BR0
3987,del_mh,GFP_BAR_005,0,TK6_LIG4_1h_BR0
3988,del_nomh,GFP_BAR_005,4,TK6_LIG4_1h_BR0
3989,ins,GFP_BAR_005,0,TK6_LIG4_1h_BR0
3990,repaired,GFP_BAR_005,457,TK6_LIG4_1h_BR0
3991,total,GFP_BAR_005,2628,TK6_LIG4_1h_BR0
3992,unrepaired,GFP_BAR_005,2158,TK6_LIG4_1h_BR0
3993,A,GFP_BAR_006,271,TK6_LIG4_1h_BR0
3994,C,GFP_BAR_006,2550,TK6_LIG4_1h_BR0
3995,G,GFP_BAR_006,0,TK6_LIG4_1h_BR0
3996,T,GFP_BAR_006,7,TK6_LIG4_1h_BR0
3997,del,GFP_BAR_006,26,TK6_LIG4_1h_BR0
3998,del_mh,GFP_BAR_006,0,TK6_LIG4_1h_BR0
3999,del_nomh,GFP_BAR_006,26,TK6_LIG4_1h_BR0
4000,ins,GFP_BAR_006,0,TK6_LIG4_1h_BR0
4001,repaired,GFP_BAR_006,2550,TK6_LIG4_1h_BR0
4002,total,GFP_BAR_006,2854,TK6_LIG4_1h_BR0
4003,unrepaired,GFP_BAR_006,271,TK6_LIG4_1h_BR0
4004,A,GFP_BAR_007,10,TK6_LIG4_1h_BR0
4005,C,GFP_BAR_007,4,TK6_LIG4_1h_BR0
4006,G,GFP_BAR_007,770,TK6_LIG4_1h_BR0
4007,T,GFP_BAR_007,502,TK6_LIG4_1h_BR0
4008,del,GFP_BAR_007,317,TK6_LIG4_1h_BR0
4009,del_mh,GFP_BAR_007,0,TK6_LIG4_1h_BR0
4010,del_nomh,GFP_BAR_007,317,TK6_LIG4_1h_BR0
4011,ins,GFP_BAR_007,0,TK6_LIG4_1h_BR0
4012,repaired,GFP_BAR_007,770,TK6_LIG4_1h_BR0
4013,total,GFP_BAR_007,1603,TK6_LIG4_1h_BR0
4014,unrepaired,GFP_BAR_007,502,TK6_LIG4_1h_BR0
4015,A,GFP_BAR_008,132,TK6_LIG4_1h_BR0
4016,C,GFP_BAR_008,0,TK6_LIG4_1h_BR0
4017,G,GFP_BAR_008,4076,TK6_LIG4_1h_BR0
4018,T,GFP_BAR_008,1,TK6_LIG4_1h_BR0
4019,del,GFP_BAR_008,2,TK6_LIG4_1h_BR0
4020,del_mh,GFP_BAR_008,1,TK6_LIG4_1h_BR0
4021,del_nomh,GFP_BAR_008,1,TK6_LIG4_1h_BR0
4022,ins,GFP_BAR_008,0,TK6_LIG4_1h_BR0
4023,repaired,GFP_BAR_008,4076,TK6_LIG4_1h_BR0
4024,total,GFP_BAR_008,4211,TK6_LIG4_1h_BR0
4025,unrepaired,GFP_BAR_008,132,TK6_LIG4_1h_BR0
4026,A,GFP_BAR_009,9,TK6_LIG4_1h_BR0
4027,C,GFP_BAR_009,1577,TK6_LIG4_1h_BR0
4028,G,GFP_BAR_009,5,TK6_LIG4_1h_BR0
4029,T,GFP_BAR_009,2751,TK6_LIG4_1h_BR0
4030,del,GFP_BAR_009,59,TK6_LIG4_1h_BR0
4031,del_mh,GFP_BAR_009,0,TK6_LIG4_1h_BR0
4032,del_nomh,GFP_BAR_009,59,TK6_LIG4_1h_BR0
4033,ins,GFP_BAR_009,0,TK6_LIG4_1h_BR0
4034,repaired,GFP_BAR_009,2751,TK6_LIG4_1h_BR0
4035,total,GFP_BAR_009,4401,TK6_LIG4_1h_BR0
4036,unrepaired,GFP_BAR_009,1577,TK6_LIG4_1h_BR0
4037,A,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4038,C,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4039,G,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4040,T,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4041,del,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4042,del_mh,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4043,del_nomh,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4044,ins,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4045,repaired,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4046,total,GFP_BAR_010,1700,TK6_LIG4_1h_BR0
4047,unrepaired,GFP_BAR_010,0,TK6_LIG4_1h_BR0
4048,A,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4049,C,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4050,G,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4051,T,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4052,del,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4053,del_mh,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4054,del_nomh,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4055,ins,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4056,repaired,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4057,total,GFP_BAR_DSBR_2,13,TK6_LIG4_1h_BR0
4058,unrepaired,GFP_BAR_DSBR_2,0,TK6_LIG4_1h_BR0
4059,A,GFP_BAR_003,1,TK6_WT_4h_BR0
4060,C,GFP_BAR_003,12690,TK6_WT_4h_BR0
4061,G,GFP_BAR_003,1454,TK6_WT_4h_BR0
4062,T,GFP_BAR_003,2,TK6_WT_4h_BR0
4063,del,GFP_BAR_003,2,TK6_WT_4h_BR0
4064,del_mh,GFP_BAR_003,0,TK6_WT_4h_BR0
4065,del_nomh,GFP_BAR_003,2,TK6_WT_4h_BR0
4066,ins,GFP_BAR_003,0,TK6_WT_4h_BR0
4067,repaired,GFP_BAR_003,1454,TK6_WT_4h_BR0
4068,total,GFP_BAR_003,14149,TK6_WT_4h_BR0
4069,unrepaired,GFP_BAR_003,12690,TK6_WT_4h_BR0
4070,A,GFP_BAR_004,0,TK6_WT_4h_BR0
4071,C,GFP_BAR_004,0,TK6_WT_4h_BR0
4072,G,GFP_BAR_004,0,TK6_WT_4h_BR0
4073,T,GFP_BAR_004,0,TK6_WT_4h_BR0
4074,del,GFP_BAR_004,0,TK6_WT_4h_BR0
4075,del_mh,GFP_BAR_004,0,TK6_WT_4h_BR0
4076,del_nomh,GFP_BAR_004,0,TK6_WT_4h_BR0
4077,ins,GFP_BAR_004,0,TK6_WT_4h_BR0
4078,repaired,GFP_BAR_004,0,TK6_WT_4h_BR0
4079,total,GFP_BAR_004,1575,TK6_WT_4h_BR0
4080,unrepaired,GFP_BAR_004,0,TK6_WT_4h_BR0
4081,A,GFP_BAR_005,10,TK6_WT_4h_BR0
4082,C,GFP_BAR_005,4226,TK6_WT_4h_BR0
4083,G,GFP_BAR_005,4,TK6_WT_4h_BR0
4084,T,GFP_BAR_005,22065,TK6_WT_4h_BR0
4085,del,GFP_BAR_005,53,TK6_WT_4h_BR0
4086,del_mh,GFP_BAR_005,0,TK6_WT_4h_BR0
4087,del_nomh,GFP_BAR_005,53,TK6_WT_4h_BR0
4088,ins,GFP_BAR_005,0,TK6_WT_4h_BR0
4089,repaired,GFP_BAR_005,4226,TK6_WT_4h_BR0
4090,total,GFP_BAR_005,26358,TK6_WT_4h_BR0
4091,unrepaired,GFP_BAR_005,22065,TK6_WT_4h_BR0
4092,A,GFP_BAR_006,1005,TK6_WT_4h_BR0
4093,C,GFP_BAR_006,22092,TK6_WT_4h_BR0
4094,G,GFP_BAR_006,13,TK6_WT_4h_BR0
4095,T,GFP_BAR_006,52,TK6_WT_4h_BR0
4096,del,GFP_BAR_006,82,TK6_WT_4h_BR0
4097,del_mh,GFP_BAR_006,1,TK6_WT_4h_BR0
4098,del_nomh,GFP_BAR_006,81,TK6_WT_4h_BR0
4099,ins,GFP_BAR_006,3,TK6_WT_4h_BR0
4100,repaired,GFP_BAR_006,22092,TK6_WT_4h_BR0
4101,total,GFP_BAR_006,23244,TK6_WT_4h_BR0
4102,unrepaired,GFP_BAR_006,1005,TK6_WT_4h_BR0
4103,A,GFP_BAR_007,37,TK6_WT_4h_BR0
4104,C,GFP_BAR_007,32,TK6_WT_4h_BR0
4105,G,GFP_BAR_007,20525,TK6_WT_4h_BR0
4106,T,GFP_BAR_007,3634,TK6_WT_4h_BR0
4107,del,GFP_BAR_007,974,TK6_WT_4h_BR0
4108,del_mh,GFP_BAR_007,0,TK6_WT_4h_BR0
4109,del_nomh,GFP_BAR_007,974,TK6_WT_4h_BR0
4110,ins,GFP_BAR_007,0,TK6_WT_4h_BR0
4111,repaired,GFP_BAR_007,20525,TK6_WT_4h_BR0
4112,total,GFP_BAR_007,25202,TK6_WT_4h_BR0
4113,unrepaired,GFP_BAR_007,3634,TK6_WT_4h_BR0
4114,A,GFP_BAR_008,542,TK6_WT_4h_BR0
4115,C,GFP_BAR_008,6,TK6_WT_4h_BR0
4116,G,GFP_BAR_008,30713,TK6_WT_4h_BR0
4117,T,GFP_BAR_008,8,TK6_WT_4h_BR0
4118,del,GFP_BAR_008,37,TK6_WT_4h_BR0
4119,del_mh,GFP_BAR_008,1,TK6_WT_4h_BR0
4120,del_nomh,GFP_BAR_008,36,TK6_WT_4h_BR0
4121,ins,GFP_BAR_008,0,TK6_WT_4h_BR0
4122,repaired,GFP_BAR_008,30713,TK6_WT_4h_BR0
4123,total,GFP_BAR_008,31306,TK6_WT_4h_BR0
4124,unrepaired,GFP_BAR_008,542,TK6_WT_4h_BR0
4125,A,GFP_BAR_009,27,TK6_WT_4h_BR0
4126,C,GFP_BAR_009,5736,TK6_WT_4h_BR0
4127,G,GFP_BAR_009,85,TK6_WT_4h_BR0
4128,T,GFP_BAR_009,22294,TK6_WT_4h_BR0
4129,del,GFP_BAR_009,336,TK6_WT_4h_BR0
4130,del_mh,GFP_BAR_009,3,TK6_WT_4h_BR0
4131,del_nomh,GFP_BAR_009,333,TK6_WT_4h_BR0
4132,ins,GFP_BAR_009,0,TK6_WT_4h_BR0
4133,repaired,GFP_BAR_009,22294,TK6_WT_4h_BR0
4134,total,GFP_BAR_009,28478,TK6_WT_4h_BR0
4135,unrepaired,GFP_BAR_009,5736,TK6_WT_4h_BR0
4136,A,GFP_BAR_010,0,TK6_WT_4h_BR0
4137,C,GFP_BAR_010,0,TK6_WT_4h_BR0
4138,G,GFP_BAR_010,0,TK6_WT_4h_BR0
4139,T,GFP_BAR_010,0,TK6_WT_4h_BR0
4140,del,GFP_BAR_010,0,TK6_WT_4h_BR0
4141,del_mh,GFP_BAR_010,0,TK6_WT_4h_BR0
4142,del_nomh,GFP_BAR_010,0,TK6_WT_4h_BR0
4143,ins,GFP_BAR_010,0,TK6_WT_4h_BR0
4144,repaired,GFP_BAR_010,0,TK6_WT_4h_BR0
4145,total,GFP_BAR_010,17097,TK6_WT_4h_BR0
4146,unrepaired,GFP_BAR_010,0,TK6_WT_4h_BR0
4147,A,GFP_BAR_DSBR_2,0,TK6_WT_4h_BR0
4148,C,GFP_BAR_DSBR_2,0,TK6_WT_4h_BR0
4149,G,GFP_BAR_DSBR_2,0,TK6_WT_4h_BR0
4150,T,GFP_BAR_DSBR_2,0,TK6_WT_4h_BR0
4151,del,GFP_BAR_DSBR_2,637,TK6_WT_4h_BR0
4152,del_mh,GFP_BAR_DSBR_2,63,TK6_WT_4h_BR0
4153,del_nomh,GFP_BAR_DSBR_2,574,TK6_WT_4h_BR0
4154,ins,GFP_BAR_DSBR_2,36,TK6_WT_4h_BR0
4155,repaired,GFP_BAR_DSBR_2,0,TK6_WT_4h_BR0
4156,total,GFP_BAR_DSBR_2,29249,TK6_WT_4h_BR0
4157,unrepaired,GFP_BAR_DSBR_2,0,TK6_WT_4h_BR0
4158,A,GFP_BAR_003,1,HAP1_WT_4h_BR3
4159,C,GFP_BAR_003,2610,HAP1_WT_4h_BR3
4160,G,GFP_BAR_003,987,HAP1_WT_4h_BR3
4161,T,GFP_BAR_003,0,HAP1_WT_4h_BR3
4162,del,GFP_BAR_003,1,HAP1_WT_4h_BR3
4163,del_mh,GFP_BAR_003,0,HAP1_WT_4h_BR3
4164,del_nomh,GFP_BAR_003,1,HAP1_WT_4h_BR3
4165,ins,GFP_BAR_003,0,HAP1_WT_4h_BR3
4166,repaired,GFP_BAR_003,987,HAP1_WT_4h_BR3
4167,total,GFP_BAR_003,3599,HAP1_WT_4h_BR3
4168,unrepaired,GFP_BAR_003,2610,HAP1_WT_4h_BR3
4169,A,GFP_BAR_004,0,HAP1_WT_4h_BR3
4170,C,GFP_BAR_004,0,HAP1_WT_4h_BR3
4171,G,GFP_BAR_004,0,HAP1_WT_4h_BR3
4172,T,GFP_BAR_004,0,HAP1_WT_4h_BR3
4173,del,GFP_BAR_004,0,HAP1_WT_4h_BR3
4174,del_mh,GFP_BAR_004,0,HAP1_WT_4h_BR3
4175,del_nomh,GFP_BAR_004,0,HAP1_WT_4h_BR3
4176,ins,GFP_BAR_004,0,HAP1_WT_4h_BR3
4177,repaired,GFP_BAR_004,0,HAP1_WT_4h_BR3
4178,total,GFP_BAR_004,605,HAP1_WT_4h_BR3
4179,unrepaired,GFP_BAR_004,0,HAP1_WT_4h_BR3
4180,A,GFP_BAR_005,9,HAP1_WT_4h_BR3
4181,C,GFP_BAR_005,12469,HAP1_WT_4h_BR3
4182,G,GFP_BAR_005,3,HAP1_WT_4h_BR3
4183,T,GFP_BAR_005,2040,HAP1_WT_4h_BR3
4184,del,GFP_BAR_005,14,HAP1_WT_4h_BR3
4185,del_mh,GFP_BAR_005,0,HAP1_WT_4h_BR3
4186,del_nomh,GFP_BAR_005,14,HAP1_WT_4h_BR3
4187,ins,GFP_BAR_005,0,HAP1_WT_4h_BR3
4188,repaired,GFP_BAR_005,12469,HAP1_WT_4h_BR3
4189,total,GFP_BAR_005,14535,HAP1_WT_4h_BR3
4190,unrepaired,GFP_BAR_005,2040,HAP1_WT_4h_BR3
4191,A,GFP_BAR_006,1460,HAP1_WT_4h_BR3
4192,C,GFP_BAR_006,8722,HAP1_WT_4h_BR3
4193,G,GFP_BAR_006,3,HAP1_WT_4h_BR3
4194,T,GFP_BAR_006,9,HAP1_WT_4h_BR3
4195,del,GFP_BAR_006,42,HAP1_WT_4h_BR3
4196,del_mh,GFP_BAR_006,0,HAP1_WT_4h_BR3
4197,del_nomh,GFP_BAR_006,42,HAP1_WT_4h_BR3
4198,ins,GFP_BAR_006,0,HAP1_WT_4h_BR3
4199,repaired,GFP_BAR_006,8722,HAP1_WT_4h_BR3
4200,total,GFP_BAR_006,10236,HAP1_WT_4h_BR3
4201,unrepaired,GFP_BAR_006,1460,HAP1_WT_4h_BR3
4202,A,GFP_BAR_007,25,HAP1_WT_4h_BR3
4203,C,GFP_BAR_007,17,HAP1_WT_4h_BR3
4204,G,GFP_BAR_007,8132,HAP1_WT_4h_BR3
4205,T,GFP_BAR_007,1413,HAP1_WT_4h_BR3
4206,del,GFP_BAR_007,315,HAP1_WT_4h_BR3
4207,del_mh,GFP_BAR_007,0,HAP1_WT_4h_BR3
4208,del_nomh,GFP_BAR_007,315,HAP1_WT_4h_BR3
4209,ins,GFP_BAR_007,0,HAP1_WT_4h_BR3
4210,repaired,GFP_BAR_007,8132,HAP1_WT_4h_BR3
4211,total,GFP_BAR_007,9902,HAP1_WT_4h_BR3
4212,unrepaired,GFP_BAR_007,1413,HAP1_WT_4h_BR3
4213,A,GFP_BAR_008,87,HAP1_WT_4h_BR3
4214,C,GFP_BAR_008,1,HAP1_WT_4h_BR3
4215,G,GFP_BAR_008,15157,HAP1_WT_4h_BR3
4216,T,GFP_BAR_008,2,HAP1_WT_4h_BR3
4217,del,GFP_BAR_008,12,HAP1_WT_4h_BR3
4218,del_mh,GFP_BAR_008,3,HAP1_WT_4h_BR3
4219,del_nomh,GFP_BAR_008,9,HAP1_WT_4h_BR3
4220,ins,GFP_BAR_008,0,HAP1_WT_4h_BR3
4221,repaired,GFP_BAR_008,15157,HAP1_WT_4h_BR3
4222,total,GFP_BAR_008,15259,HAP1_WT_4h_BR3
4223,unrepaired,GFP_BAR_008,87,HAP1_WT_4h_BR3
4224,A,GFP_BAR_009,16,HAP1_WT_4h_BR3
4225,C,GFP_BAR_009,2477,HAP1_WT_4h_BR3
4226,G,GFP_BAR_009,51,HAP1_WT_4h_BR3
4227,T,GFP_BAR_009,12013,HAP1_WT_4h_BR3
4228,del,GFP_BAR_009,160,HAP1_WT_4h_BR3
4229,del_mh,GFP_BAR_009,0,HAP1_WT_4h_BR3
4230,del_nomh,GFP_BAR_009,160,HAP1_WT_4h_BR3
4231,ins,GFP_BAR_009,0,HAP1_WT_4h_BR3
4232,repaired,GFP_BAR_009,12013,HAP1_WT_4h_BR3
4233,total,GFP_BAR_009,14717,HAP1_WT_4h_BR3
4234,unrepaired,GFP_BAR_009,2477,HAP1_WT_4h_BR3
4235,A,GFP_BAR_010,0,HAP1_WT_4h_BR3
4236,C,GFP_BAR_010,0,HAP1_WT_4h_BR3
4237,G,GFP_BAR_010,0,HAP1_WT_4h_BR3
4238,T,GFP_BAR_010,0,HAP1_WT_4h_BR3
4239,del,GFP_BAR_010,0,HAP1_WT_4h_BR3
4240,del_mh,GFP_BAR_010,0,HAP1_WT_4h_BR3
4241,del_nomh,GFP_BAR_010,0,HAP1_WT_4h_BR3
4242,ins,GFP_BAR_010,0,HAP1_WT_4h_BR3
4243,repaired,GFP_BAR_010,0,HAP1_WT_4h_BR3
4244,total,GFP_BAR_010,5652,HAP1_WT_4h_BR3
4245,unrepaired,GFP_BAR_010,0,HAP1_WT_4h_BR3
4246,A,GFP_BAR_DSBR_2,0,HAP1_WT_4h_BR3
4247,C,GFP_BAR_DSBR_2,0,HAP1_WT_4h_BR3
4248,G,GFP_BAR_DSBR_2,0,HAP1_WT_4h_BR3
4249,T,GFP_BAR_DSBR_2,0,HAP1_WT_4h_BR3
4250,del,GFP_BAR_DSBR_2,370,HAP1_WT_4h_BR3
4251,del_mh,GFP_BAR_DSBR_2,64,HAP1_WT_4h_BR3
4252,del_nomh,GFP_BAR_DSBR_2,306,HAP1_WT_4h_BR3
4253,ins,GFP_BAR_DSBR_2,35,HAP1_WT_4h_BR3
4254,repaired,GFP_BAR_DSBR_2,0,HAP1_WT_4h_BR3
4255,total,GFP_BAR_DSBR_2,20207,HAP1_WT_4h_BR3
4256,unrepaired,GFP_BAR_DSBR_2,0,HAP1_WT_4h_BR3
4257,A,GFP_BAR_003,1,HAP1_MPG_2h_BR2
4258,C,GFP_BAR_003,4545,HAP1_MPG_2h_BR2
4259,G,GFP_BAR_003,1431,HAP1_MPG_2h_BR2
4260,T,GFP_BAR_003,3,HAP1_MPG_2h_BR2
4261,del,GFP_BAR_003,0,HAP1_MPG_2h_BR2
4262,del_mh,GFP_BAR_003,0,HAP1_MPG_2h_BR2
4263,del_nomh,GFP_BAR_003,0,HAP1_MPG_2h_BR2
4264,ins,GFP_BAR_003,0,HAP1_MPG_2h_BR2
4265,repaired,GFP_BAR_003,1431,HAP1_MPG_2h_BR2
4266,total,GFP_BAR_003,5980,HAP1_MPG_2h_BR2
4267,unrepaired,GFP_BAR_003,4545,HAP1_MPG_2h_BR2
4268,A,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4269,C,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4270,G,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4271,T,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4272,del,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4273,del_mh,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4274,del_nomh,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4275,ins,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4276,repaired,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4277,total,GFP_BAR_004,391,HAP1_MPG_2h_BR2
4278,unrepaired,GFP_BAR_004,0,HAP1_MPG_2h_BR2
4279,A,GFP_BAR_005,29,HAP1_MPG_2h_BR2
4280,C,GFP_BAR_005,13660,HAP1_MPG_2h_BR2
4281,G,GFP_BAR_005,3,HAP1_MPG_2h_BR2
4282,T,GFP_BAR_005,4854,HAP1_MPG_2h_BR2
4283,del,GFP_BAR_005,25,HAP1_MPG_2h_BR2
4284,del_mh,GFP_BAR_005,0,HAP1_MPG_2h_BR2
4285,del_nomh,GFP_BAR_005,25,HAP1_MPG_2h_BR2
4286,ins,GFP_BAR_005,1,HAP1_MPG_2h_BR2
4287,repaired,GFP_BAR_005,13660,HAP1_MPG_2h_BR2
4288,total,GFP_BAR_005,18571,HAP1_MPG_2h_BR2
4289,unrepaired,GFP_BAR_005,4854,HAP1_MPG_2h_BR2
4290,A,GFP_BAR_006,2579,HAP1_MPG_2h_BR2
4291,C,GFP_BAR_006,14617,HAP1_MPG_2h_BR2
4292,G,GFP_BAR_006,9,HAP1_MPG_2h_BR2
4293,T,GFP_BAR_006,36,HAP1_MPG_2h_BR2
4294,del,GFP_BAR_006,52,HAP1_MPG_2h_BR2
4295,del_mh,GFP_BAR_006,3,HAP1_MPG_2h_BR2
4296,del_nomh,GFP_BAR_006,49,HAP1_MPG_2h_BR2
4297,ins,GFP_BAR_006,0,HAP1_MPG_2h_BR2
4298,repaired,GFP_BAR_006,14617,HAP1_MPG_2h_BR2
4299,total,GFP_BAR_006,17293,HAP1_MPG_2h_BR2
4300,unrepaired,GFP_BAR_006,2579,HAP1_MPG_2h_BR2
4301,A,GFP_BAR_007,58,HAP1_MPG_2h_BR2
4302,C,GFP_BAR_007,101,HAP1_MPG_2h_BR2
4303,G,GFP_BAR_007,5538,HAP1_MPG_2h_BR2
4304,T,GFP_BAR_007,2532,HAP1_MPG_2h_BR2
4305,del,GFP_BAR_007,363,HAP1_MPG_2h_BR2
4306,del_mh,GFP_BAR_007,0,HAP1_MPG_2h_BR2
4307,del_nomh,GFP_BAR_007,363,HAP1_MPG_2h_BR2
4308,ins,GFP_BAR_007,1,HAP1_MPG_2h_BR2
4309,repaired,GFP_BAR_007,5538,HAP1_MPG_2h_BR2
4310,total,GFP_BAR_007,8592,HAP1_MPG_2h_BR2
4311,unrepaired,GFP_BAR_007,2532,HAP1_MPG_2h_BR2
4312,A,GFP_BAR_008,74,HAP1_MPG_2h_BR2
4313,C,GFP_BAR_008,3,HAP1_MPG_2h_BR2
4314,G,GFP_BAR_008,24646,HAP1_MPG_2h_BR2
4315,T,GFP_BAR_008,3,HAP1_MPG_2h_BR2
4316,del,GFP_BAR_008,21,HAP1_MPG_2h_BR2
4317,del_mh,GFP_BAR_008,2,HAP1_MPG_2h_BR2
4318,del_nomh,GFP_BAR_008,19,HAP1_MPG_2h_BR2
4319,ins,GFP_BAR_008,1,HAP1_MPG_2h_BR2
4320,repaired,GFP_BAR_008,24646,HAP1_MPG_2h_BR2
4321,total,GFP_BAR_008,24747,HAP1_MPG_2h_BR2
4322,unrepaired,GFP_BAR_008,74,HAP1_MPG_2h_BR2
4323,A,GFP_BAR_009,38,HAP1_MPG_2h_BR2
4324,C,GFP_BAR_009,28185,HAP1_MPG_2h_BR2
4325,G,GFP_BAR_009,61,HAP1_MPG_2h_BR2
4326,T,GFP_BAR_009,3976,HAP1_MPG_2h_BR2
4327,del,GFP_BAR_009,188,HAP1_MPG_2h_BR2
4328,del_mh,GFP_BAR_009,1,HAP1_MPG_2h_BR2
4329,del_nomh,GFP_BAR_009,187,HAP1_MPG_2h_BR2
4330,ins,GFP_BAR_009,0,HAP1_MPG_2h_BR2
4331,repaired,GFP_BAR_009,3976,HAP1_MPG_2h_BR2
4332,total,GFP_BAR_009,32448,HAP1_MPG_2h_BR2
4333,unrepaired,GFP_BAR_009,28185,HAP1_MPG_2h_BR2
4334,A,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4335,C,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4336,G,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4337,T,GFP_BAR_010,0,HAP1_MPG_2h_BR2
4338,del,GFP_BAR_010,0,HAP1_MPG_2h_BR2
